weather_station,hour,date,ts,air_humidity,air_pressure,air_temperature,rainfall
2341,00,2025-10-11,2025-10-11 00:00:00+00:00,99.0,,12.2166666666666,0.0
2341,00,2025-10-12,2025-10-12 00:00:00+00:00,99.0,,13.1166666666666,0.0
2341,00,2025-10-13,2025-10-13 00:00:00+00:00,99.0,,11.2166666666666,0.2
2341,00,2025-10-14,2025-10-14 00:00:00+00:00,95.3333333333333,,11.3666666666666,0.0
2341,00,2025-10-15,2025-10-15 00:00:00+00:00,99.0,,10.8666666666667,0.0
2341,00,2025-10-16,2025-10-16 00:00:00+00:00,89.1666666666666,,11.15,0.0
2341,00,2025-10-17,2025-10-17 00:00:00+00:00,77.8333333333333,,10.75,0.0
2341,00,2025-10-18,2025-10-18 00:00:00+00:00,84.0,,10.0333333333333,0.0
2341,00,2025-10-19,2025-10-19 00:00:00+00:00,91.3333333333333,,7.66666666666668,0.0
2341,00,2025-10-20,2025-10-20 00:00:00+00:00,97.5,,10.6333333333333,0.0
2341,00,2025-10-21,2025-10-21 00:00:00+00:00,99.0,,12.5166666666666,0.2
2341,00,2025-10-22,2025-10-22 00:00:00+00:00,99.0,,12.0166666666666,0.0
2341,00,2025-10-23,2025-10-23 00:00:00+00:00,99.0,,14.6666666666667,0.0
2341,01,2025-10-11,2025-10-11 01:00:00+00:00,99.0,,12.1333333333333,0.0
2341,01,2025-10-12,2025-10-12 01:00:00+00:00,99.0,,12.5666666666666,0.0
2341,01,2025-10-13,2025-10-13 01:00:00+00:00,99.0,,11.7166666666666,0.0
2341,01,2025-10-14,2025-10-14 01:00:00+00:00,93.6666666666666,,11.8166666666667,0.0
2341,01,2025-10-15,2025-10-15 01:00:00+00:00,99.0,,10.5666666666667,0.0
2341,01,2025-10-16,2025-10-16 01:00:00+00:00,87.5,,11.2666666666666,0.0
2341,01,2025-10-17,2025-10-17 01:00:00+00:00,76.8333333333333,,10.4666666666666,0.0
2341,01,2025-10-18,2025-10-18 01:00:00+00:00,85.0,,9.41666666666668,0.0
2341,01,2025-10-19,2025-10-19 01:00:00+00:00,94.1666666666666,,6.40000000000001,0.0
2341,01,2025-10-20,2025-10-20 01:00:00+00:00,95.6666666666666,,10.7,0.0
2341,01,2025-10-21,2025-10-21 01:00:00+00:00,99.0,,12.4,1.4
2341,01,2025-10-22,2025-10-22 01:00:00+00:00,99.0,,12.8666666666666,0.0
2341,02,2025-10-11,2025-10-11 02:00:00+00:00,99.0,,13.15,0.0
2341,02,2025-10-12,2025-10-12 02:00:00+00:00,99.0,,12.2,0.0
2341,02,2025-10-13,2025-10-13 02:00:00+00:00,99.0,,11.4333333333333,0.0
2341,02,2025-10-14,2025-10-14 02:00:00+00:00,96.5,,11.15,0.0
2341,02,2025-10-15,2025-10-15 02:00:00+00:00,99.0,,9.9,0.0
2341,02,2025-10-16,2025-10-16 02:00:00+00:00,86.3333333333333,,11.5,0.0
2341,02,2025-10-17,2025-10-17 02:00:00+00:00,78.0,,10.05,0.0
2341,02,2025-10-18,2025-10-18 02:00:00+00:00,81.0,,9.75000000000003,0.0
2341,02,2025-10-19,2025-10-19 02:00:00+00:00,98.0,,6.30000000000003,0.0
2341,02,2025-10-20,2025-10-20 02:00:00+00:00,92.5,,10.9,0.0
2341,02,2025-10-21,2025-10-21 02:00:00+00:00,99.0,,12.35,1.4
2341,02,2025-10-22,2025-10-22 02:00:00+00:00,99.0,,12.5666666666666,0.0
2341,03,2025-10-11,2025-10-11 03:00:00+00:00,99.0,,13.05,0.0
2341,03,2025-10-12,2025-10-12 03:00:00+00:00,99.0,,11.6666666666666,0.2
2341,03,2025-10-13,2025-10-13 03:00:00+00:00,99.0,,11.55,0.0
2341,03,2025-10-14,2025-10-14 03:00:00+00:00,98.8333333333333,,10.6833333333333,0.0
2341,03,2025-10-15,2025-10-15 03:00:00+00:00,99.0,,10.3,0.2
2341,03,2025-10-16,2025-10-16 03:00:00+00:00,85.5,,11.4333333333333,0.0
2341,03,2025-10-17,2025-10-17 03:00:00+00:00,83.5,,9.10000000000002,0.0
2341,03,2025-10-18,2025-10-18 03:00:00+00:00,79.8333333333333,,9.80000000000002,0.0
2341,03,2025-10-19,2025-10-19 03:00:00+00:00,98.0,,6.1166666666667,0.0
2341,03,2025-10-20,2025-10-20 03:00:00+00:00,90.6666666666666,,11.2,0.0
2341,03,2025-10-21,2025-10-21 03:00:00+00:00,99.0,,12.3,1.79999999999999
2341,03,2025-10-22,2025-10-22 03:00:00+00:00,99.0,,12.3833333333333,0.0
2341,04,2025-10-11,2025-10-11 04:00:00+00:00,99.0,,12.75,0.2
2341,04,2025-10-12,2025-10-12 04:00:00+00:00,99.0,,11.4166666666666,0.0
2341,04,2025-10-13,2025-10-13 04:00:00+00:00,99.0,,12.0666666666666,0.0
2341,04,2025-10-14,2025-10-14 04:00:00+00:00,98.1666666666666,,10.45,0.0
2341,04,2025-10-15,2025-10-15 04:00:00+00:00,99.0,,10.7666666666666,0.0
2341,04,2025-10-16,2025-10-16 04:00:00+00:00,84.5,,10.9833333333333,0.0
2341,04,2025-10-17,2025-10-17 04:00:00+00:00,86.1666666666666,,8.48333333333335,0.0
2341,04,2025-10-18,2025-10-18 04:00:00+00:00,80.3333333333333,,9.56666666666669,0.0
2341,04,2025-10-19,2025-10-19 04:00:00+00:00,89.1666666666666,,8.08333333333335,0.0
2341,04,2025-10-20,2025-10-20 04:00:00+00:00,88.6666666666666,,11.2833333333333,0.0
2341,04,2025-10-21,2025-10-21 04:00:00+00:00,99.0,,12.4666666666666,0.2
2341,04,2025-10-22,2025-10-22 04:00:00+00:00,99.0,,12.1333333333333,0.0
2341,05,2025-10-11,2025-10-11 05:00:00+00:00,99.0,,11.7666666666666,0.0
2341,05,2025-10-12,2025-10-12 05:00:00+00:00,99.0,,11.7833333333333,0.0
2341,05,2025-10-13,2025-10-13 05:00:00+00:00,99.0,,13.1333333333333,0.0
2341,05,2025-10-14,2025-10-14 05:00:00+00:00,98.1666666666666,,10.2,0.0
2341,05,2025-10-15,2025-10-15 05:00:00+00:00,99.0,,11.05,0.0
2341,05,2025-10-16,2025-10-16 05:00:00+00:00,84.1666666666666,,10.8166666666666,0.0
2341,05,2025-10-17,2025-10-17 05:00:00+00:00,85.1666666666666,,8.40000000000001,0.0
2341,05,2025-10-18,2025-10-18 05:00:00+00:00,81.1666666666666,,9.31666666666669,0.0
2341,05,2025-10-19,2025-10-19 05:00:00+00:00,85.1666666666666,,8.16666666666668,0.0
2341,05,2025-10-20,2025-10-20 05:00:00+00:00,88.1666666666666,,11.2666666666667,0.0
2341,05,2025-10-21,2025-10-21 05:00:00+00:00,99.0,,12.6,1.2
2341,05,2025-10-22,2025-10-22 05:00:00+00:00,99.0,,12.1333333333333,0.0
2341,06,2025-10-11,2025-10-11 06:00:00+00:00,99.0,,13.1333333333333,0.0
2341,06,2025-10-12,2025-10-12 06:00:00+00:00,99.0,,12.4166666666666,0.0
2341,06,2025-10-13,2025-10-13 06:00:00+00:00,99.0,,13.9666666666666,0.0
2341,06,2025-10-14,2025-10-14 06:00:00+00:00,89.8333333333333,,11.65,0.0
2341,06,2025-10-15,2025-10-15 06:00:00+00:00,98.5,,11.4166666666666,0.0
2341,06,2025-10-16,2025-10-16 06:00:00+00:00,79.0,,11.6833333333333,0.0
2341,06,2025-10-17,2025-10-17 06:00:00+00:00,80.6666666666666,,9.60000000000003,0.0
2341,06,2025-10-18,2025-10-18 06:00:00+00:00,78.6666666666666,,10.1666666666666,0.0
2341,06,2025-10-19,2025-10-19 06:00:00+00:00,88.5,,7.98333333333335,0.0
2341,06,2025-10-20,2025-10-20 06:00:00+00:00,86.8333333333333,,11.5333333333333,0.0
2341,06,2025-10-21,2025-10-21 06:00:00+00:00,99.0,,12.75,1.0
2341,06,2025-10-22,2025-10-22 06:00:00+00:00,99.0,,12.3666666666666,0.0
2341,07,2025-10-10,2025-10-10 07:00:00+00:00,93.0,,15.0833333333333,0.0
2341,07,2025-10-11,2025-10-11 07:00:00+00:00,99.0,,14.4,0.0
2341,07,2025-10-12,2025-10-12 07:00:00+00:00,99.0,,13.55,0.0
2341,07,2025-10-13,2025-10-13 07:00:00+00:00,99.0,,14.75,0.0
2341,07,2025-10-14,2025-10-14 07:00:00+00:00,81.6666666666666,,14.3,0.0
2341,07,2025-10-15,2025-10-15 07:00:00+00:00,89.5,,13.1333333333333,0.0
2341,07,2025-10-16,2025-10-16 07:00:00+00:00,72.8333333333333,,13.8666666666666,0.0
2341,07,2025-10-17,2025-10-17 07:00:00+00:00,69.6666666666666,,12.6833333333333,0.0
2341,07,2025-10-18,2025-10-18 07:00:00+00:00,68.6666666666666,,12.9833333333333,0.0
2341,07,2025-10-19,2025-10-19 07:00:00+00:00,80.0,,11.0333333333333,0.0
2341,07,2025-10-20,2025-10-20 07:00:00+00:00,84.0,,11.9333333333333,0.0
2341,07,2025-10-21,2025-10-21 07:00:00+00:00,99.0,,12.95,0.2
2341,07,2025-10-22,2025-10-22 07:00:00+00:00,99.0,,12.7833333333333,0.0
2341,08,2025-10-10,2025-10-10 08:00:00+00:00,79.8333333333333,,17.7,0.0
2341,08,2025-10-11,2025-10-11 08:00:00+00:00,97.6666666666666,,16.0666666666666,0.0
2341,08,2025-10-12,2025-10-12 08:00:00+00:00,99.0,,14.9666666666666,0.0
2341,08,2025-10-13,2025-10-13 08:00:00+00:00,99.0,,15.65,0.0
2341,08,2025-10-14,2025-10-14 08:00:00+00:00,70.5,,16.8666666666667,0.0
2341,08,2025-10-15,2025-10-15 08:00:00+00:00,78.3333333333333,,15.4666666666666,0.0
2341,08,2025-10-16,2025-10-16 08:00:00+00:00,67.5,,16.2666666666666,0.0
2341,08,2025-10-17,2025-10-17 08:00:00+00:00,61.5,,15.2666666666667,0.0
2341,08,2025-10-18,2025-10-18 08:00:00+00:00,59.8333333333333,,15.25,0.0
2341,08,2025-10-19,2025-10-19 08:00:00+00:00,74.3333333333333,,13.5166666666667,0.0
2341,08,2025-10-20,2025-10-20 08:00:00+00:00,82.3333333333333,,12.8833333333333,0.0
2341,08,2025-10-21,2025-10-21 08:00:00+00:00,99.0,,13.0833333333333,1.79999999999999
2341,08,2025-10-22,2025-10-22 08:00:00+00:00,99.0,,13.3333333333333,0.0
2341,09,2025-10-10,2025-10-10 09:00:00+00:00,64.8333333333333,,19.6833333333333,0.0
2341,09,2025-10-11,2025-10-11 09:00:00+00:00,86.6666666666666,,18.6166666666666,0.0
2341,09,2025-10-12,2025-10-12 09:00:00+00:00,99.0,,16.8,0.0
2341,09,2025-10-13,2025-10-13 09:00:00+00:00,91.1666666666666,,17.3333333333333,0.0
2341,09,2025-10-14,2025-10-14 09:00:00+00:00,60.0,,18.6833333333333,0.0
2341,09,2025-10-15,2025-10-15 09:00:00+00:00,69.6666666666666,,17.6,0.0
2341,09,2025-10-16,2025-10-16 09:00:00+00:00,62.5,,18.0166666666666,0.0
2341,09,2025-10-17,2025-10-17 09:00:00+00:00,58.0,,16.7166666666666,0.0
2341,09,2025-10-18,2025-10-18 09:00:00+00:00,52.5,,16.5833333333333,0.0
2341,09,2025-10-19,2025-10-19 09:00:00+00:00,68.8333333333333,,15.75,0.0
2341,09,2025-10-20,2025-10-20 09:00:00+00:00,77.1666666666666,,14.5166666666666,0.0
2341,09,2025-10-21,2025-10-21 09:00:00+00:00,99.0,,13.5833333333333,0.0
2341,09,2025-10-22,2025-10-22 09:00:00+00:00,99.0,,13.8333333333333,0.0
2341,10,2025-10-10,2025-10-10 10:00:00+00:00,62.8333333333333,,20.7833333333333,0.0
2341,10,2025-10-11,2025-10-11 10:00:00+00:00,75.1666666666666,,20.45,0.0
2341,10,2025-10-12,2025-10-12 10:00:00+00:00,93.5,,18.4,0.0
2341,10,2025-10-13,2025-10-13 10:00:00+00:00,76.8333333333333,,19.3,0.0
2341,10,2025-10-14,2025-10-14 10:00:00+00:00,49.8333333333333,,20.0333333333333,0.0
2341,10,2025-10-15,2025-10-15 10:00:00+00:00,61.5,,19.3,0.0
2341,10,2025-10-16,2025-10-16 10:00:00+00:00,57.3333333333333,,18.5666666666666,0.0
2341,10,2025-10-17,2025-10-17 10:00:00+00:00,57.0,,17.7333333333333,0.0
2341,10,2025-10-18,2025-10-18 10:00:00+00:00,49.0,,17.65,0.0
2341,10,2025-10-19,2025-10-19 10:00:00+00:00,64.5,,16.5833333333333,0.0
2341,10,2025-10-20,2025-10-20 10:00:00+00:00,74.0,,15.75,0.0
2341,10,2025-10-21,2025-10-21 10:00:00+00:00,99.0,,13.8833333333333,0.6
2341,10,2025-10-22,2025-10-22 10:00:00+00:00,99.0,,14.6333333333333,0.0
2341,11,2025-10-10,2025-10-10 11:00:00+00:00,55.0,,21.65,0.0
2341,11,2025-10-11,2025-10-11 11:00:00+00:00,64.3333333333333,,21.7666666666666,0.0
2341,11,2025-10-12,2025-10-12 11:00:00+00:00,75.1666666666666,,20.5333333333333,0.0
2341,11,2025-10-13,2025-10-13 11:00:00+00:00,69.6666666666666,,19.4833333333333,0.0
2341,11,2025-10-14,2025-10-14 11:00:00+00:00,48.8333333333333,,20.3666666666666,0.0
2341,11,2025-10-15,2025-10-15 11:00:00+00:00,53.0,,20.2166666666666,0.0
2341,11,2025-10-16,2025-10-16 11:00:00+00:00,56.8333333333333,,18.5,0.0
2341,11,2025-10-17,2025-10-17 11:00:00+00:00,55.6666666666666,,18.2833333333333,0.0
2341,11,2025-10-18,2025-10-18 11:00:00+00:00,45.0,,18.7,0.0
2341,11,2025-10-19,2025-10-19 11:00:00+00:00,62.0,,17.45,0.0
2341,11,2025-10-20,2025-10-20 11:00:00+00:00,74.0,,16.1333333333333,0.0
2341,11,2025-10-21,2025-10-21 11:00:00+00:00,99.0,,14.25,0.2
2341,11,2025-10-22,2025-10-22 11:00:00+00:00,96.5,,15.3833333333333,0.0
2341,12,2025-10-10,2025-10-10 12:00:00+00:00,53.6666666666666,,22.3166666666666,0.0
2341,12,2025-10-11,2025-10-11 12:00:00+00:00,58.0,,22.7166666666666,0.0
2341,12,2025-10-12,2025-10-12 12:00:00+00:00,66.0,,20.9166666666667,0.0
2341,12,2025-10-13,2025-10-13 12:00:00+00:00,64.6666666666666,,20.1333333333333,0.0
2341,12,2025-10-14,2025-10-14 12:00:00+00:00,48.1666666666666,,20.9,0.0
2341,12,2025-10-15,2025-10-15 12:00:00+00:00,54.8333333333333,,20.2833333333333,0.0
2341,12,2025-10-16,2025-10-16 12:00:00+00:00,53.1666666666666,,18.9333333333333,0.0
2341,12,2025-10-17,2025-10-17 12:00:00+00:00,51.6666666666666,,18.6666666666666,0.0
2341,12,2025-10-18,2025-10-18 12:00:00+00:00,37.3333333333333,,19.45,0.0
2341,12,2025-10-19,2025-10-19 12:00:00+00:00,58.8333333333333,,18.1833333333333,0.0
2341,12,2025-10-20,2025-10-20 12:00:00+00:00,72.6666666666666,,16.65,0.0
2341,12,2025-10-21,2025-10-21 12:00:00+00:00,99.0,,14.75,0.0
2341,12,2025-10-22,2025-10-22 12:00:00+00:00,91.6666666666666,,15.4333333333333,0.0
2341,13,2025-10-10,2025-10-10 13:00:00+00:00,50.0,,23.0166666666666,0.0
2341,13,2025-10-11,2025-10-11 13:00:00+00:00,55.8333333333333,,22.7833333333333,0.0
2341,13,2025-10-12,2025-10-12 13:00:00+00:00,63.6666666666666,,20.9166666666666,0.0
2341,13,2025-10-13,2025-10-13 13:00:00+00:00,64.3333333333333,,20.3833333333333,0.0
2341,13,2025-10-14,2025-10-14 13:00:00+00:00,46.5,,20.8166666666666,0.0
2341,13,2025-10-15,2025-10-15 13:00:00+00:00,49.8333333333333,,20.3666666666666,0.0
2341,13,2025-10-16,2025-10-16 13:00:00+00:00,50.3333333333333,,19.4,0.0
2341,13,2025-10-17,2025-10-17 13:00:00+00:00,49.1666666666666,,18.8166666666666,0.0
2341,13,2025-10-18,2025-10-18 13:00:00+00:00,35.1666666666666,,19.4666666666666,0.0
2341,13,2025-10-19,2025-10-19 13:00:00+00:00,54.5,,18.3333333333333,0.0
2341,13,2025-10-20,2025-10-20 13:00:00+00:00,73.3333333333333,,16.2333333333333,0.0
2341,13,2025-10-21,2025-10-21 13:00:00+00:00,99.0,,14.95,0.0
2341,13,2025-10-22,2025-10-22 13:00:00+00:00,93.3333333333333,,15.4333333333333,0.0
2341,14,2025-10-10,2025-10-10 14:00:00+00:00,51.6666666666666,,23.1166666666666,0.0
2341,14,2025-10-11,2025-10-11 14:00:00+00:00,53.6666666666666,,23.0,0.0
2341,14,2025-10-12,2025-10-12 14:00:00+00:00,62.5,,20.85,0.0
2341,14,2025-10-13,2025-10-13 14:00:00+00:00,61.1666666666666,,20.7333333333333,0.0
2341,14,2025-10-14,2025-10-14 14:00:00+00:00,48.0,,20.5166666666666,0.0
2341,14,2025-10-15,2025-10-15 14:00:00+00:00,47.3333333333333,,19.75,0.0
2341,14,2025-10-16,2025-10-16 14:00:00+00:00,50.8333333333333,,18.9166666666666,0.0
2341,14,2025-10-17,2025-10-17 14:00:00+00:00,47.0,,18.7,0.0
2341,14,2025-10-18,2025-10-18 14:00:00+00:00,34.8333333333333,,19.3833333333333,0.0
2341,14,2025-10-19,2025-10-19 14:00:00+00:00,51.3333333333333,,18.25,0.0
2341,14,2025-10-20,2025-10-20 14:00:00+00:00,77.0,,15.8833333333333,0.0
2341,14,2025-10-21,2025-10-21 14:00:00+00:00,99.0,,15.0666666666666,0.0
2341,14,2025-10-22,2025-10-22 14:00:00+00:00,94.5,,15.4833333333333,0.0
2341,15,2025-10-10,2025-10-10 15:00:00+00:00,54.6666666666666,,22.6833333333333,0.0
2341,15,2025-10-11,2025-10-11 15:00:00+00:00,56.6666666666666,,22.5833333333333,0.0
2341,15,2025-10-12,2025-10-12 15:00:00+00:00,71.0,,19.6333333333333,0.0
2341,15,2025-10-13,2025-10-13 15:00:00+00:00,62.6666666666666,,20.3166666666666,0.0
2341,15,2025-10-14,2025-10-14 15:00:00+00:00,51.6666666666666,,19.95,0.0
2341,15,2025-10-15,2025-10-15 15:00:00+00:00,50.5,,18.9166666666666,0.0
2341,15,2025-10-16,2025-10-16 15:00:00+00:00,51.6666666666666,,18.0166666666666,0.0
2341,15,2025-10-17,2025-10-17 15:00:00+00:00,47.6666666666666,,17.8,0.0
2341,15,2025-10-18,2025-10-18 15:00:00+00:00,39.0,,18.5166666666666,0.0
2341,15,2025-10-19,2025-10-19 15:00:00+00:00,63.3333333333333,,16.9666666666666,0.0
2341,15,2025-10-20,2025-10-20 15:00:00+00:00,84.0,,15.0166666666666,0.2
2341,15,2025-10-21,2025-10-21 15:00:00+00:00,99.0,,14.7666666666667,0.0
2341,15,2025-10-22,2025-10-22 15:00:00+00:00,96.0,,15.4333333333333,0.0
2341,16,2025-10-10,2025-10-10 16:00:00+00:00,66.3333333333333,,20.2666666666666,0.0
2341,16,2025-10-11,2025-10-11 16:00:00+00:00,66.6666666666666,,20.6,0.0
2341,16,2025-10-12,2025-10-12 16:00:00+00:00,78.8333333333333,,17.8666666666666,0.0
2341,16,2025-10-13,2025-10-13 16:00:00+00:00,67.1666666666666,,18.2166666666666,0.0
2341,16,2025-10-14,2025-10-14 16:00:00+00:00,61.8333333333333,,17.8166666666666,0.0
2341,16,2025-10-15,2025-10-15 16:00:00+00:00,59.3333333333333,,16.7166666666666,0.0
2341,16,2025-10-16,2025-10-16 16:00:00+00:00,58.3333333333333,,15.8166666666666,0.0
2341,16,2025-10-17,2025-10-17 16:00:00+00:00,60.5,,15.4833333333333,0.0
2341,16,2025-10-18,2025-10-18 16:00:00+00:00,50.0,,15.9666666666666,0.0
2341,16,2025-10-19,2025-10-19 16:00:00+00:00,77.0,,15.0333333333333,0.0
2341,16,2025-10-20,2025-10-20 16:00:00+00:00,91.3333333333333,,13.9833333333333,0.6
2341,16,2025-10-21,2025-10-21 16:00:00+00:00,99.0,,14.55,0.0
2341,16,2025-10-22,2025-10-22 16:00:00+00:00,99.0,,15.1166666666666,0.0
2341,17,2025-10-10,2025-10-10 17:00:00+00:00,82.8333333333333,,16.8166666666667,0.0
2341,17,2025-10-11,2025-10-11 17:00:00+00:00,82.3333333333333,,17.7333333333333,0.0
2341,17,2025-10-12,2025-10-12 17:00:00+00:00,89.8333333333333,,15.5833333333333,0.0
2341,17,2025-10-13,2025-10-13 17:00:00+00:00,82.3333333333333,,15.0166666666666,0.0
2341,17,2025-10-14,2025-10-14 17:00:00+00:00,72.5,,15.6,0.0
2341,17,2025-10-15,2025-10-15 17:00:00+00:00,73.5,,13.9833333333333,0.0
2341,17,2025-10-16,2025-10-16 17:00:00+00:00,68.8333333333333,,13.7,0.0
2341,17,2025-10-17,2025-10-17 17:00:00+00:00,76.6666666666666,,12.3833333333333,0.0
2341,17,2025-10-18,2025-10-18 17:00:00+00:00,67.3333333333333,,12.4,0.0
2341,17,2025-10-19,2025-10-19 17:00:00+00:00,85.0,,13.4666666666666,0.0
2341,17,2025-10-20,2025-10-20 17:00:00+00:00,95.1666666666666,,13.55,0.2
2341,17,2025-10-21,2025-10-21 17:00:00+00:00,99.0,,14.5,0.0
2341,17,2025-10-22,2025-10-22 17:00:00+00:00,99.0,,14.8666666666666,0.0
2341,18,2025-10-10,2025-10-10 18:00:00+00:00,91.3333333333333,,14.8833333333333,0.0
2341,18,2025-10-11,2025-10-11 18:00:00+00:00,92.0,,15.8666666666666,0.0
2341,18,2025-10-12,2025-10-12 18:00:00+00:00,96.6666666666666,,14.5833333333333,0.0
2341,18,2025-10-13,2025-10-13 18:00:00+00:00,89.5,,13.3166666666666,0.0
2341,18,2025-10-14,2025-10-14 18:00:00+00:00,81.0,,14.1166666666666,0.0
2341,18,2025-10-15,2025-10-15 18:00:00+00:00,82.0,,12.7666666666666,0.0
2341,18,2025-10-16,2025-10-16 18:00:00+00:00,78.0,,12.85,0.0
2341,18,2025-10-17,2025-10-17 18:00:00+00:00,83.8333333333333,,11.35,0.0
2341,18,2025-10-18,2025-10-18 18:00:00+00:00,83.1666666666666,,10.3333333333333,0.0
2341,18,2025-10-19,2025-10-19 18:00:00+00:00,93.1666666666666,,11.6166666666666,0.0
2341,18,2025-10-20,2025-10-20 18:00:00+00:00,98.5,,13.4333333333333,0.0
2341,18,2025-10-21,2025-10-21 18:00:00+00:00,99.0,,14.4166666666666,0.0
2341,18,2025-10-22,2025-10-22 18:00:00+00:00,99.0,,14.9666666666666,0.0
2341,19,2025-10-10,2025-10-10 19:00:00+00:00,96.0,,13.9833333333333,0.0
2341,19,2025-10-11,2025-10-11 19:00:00+00:00,97.3333333333333,,14.8666666666667,0.0
2341,19,2025-10-12,2025-10-12 19:00:00+00:00,98.8333333333333,,14.0166666666666,0.0
2341,19,2025-10-13,2025-10-13 19:00:00+00:00,94.8333333333333,,12.0166666666666,0.0
2341,19,2025-10-14,2025-10-14 19:00:00+00:00,91.5,,12.4833333333333,0.0
2341,19,2025-10-15,2025-10-15 19:00:00+00:00,89.8333333333333,,11.4833333333333,0.0
2341,19,2025-10-16,2025-10-16 19:00:00+00:00,84.5,,11.5833333333333,0.0
2341,19,2025-10-17,2025-10-17 19:00:00+00:00,86.8333333333333,,10.2666666666667,0.0
2341,19,2025-10-18,2025-10-18 19:00:00+00:00,89.0,,9.30000000000003,0.0
2341,19,2025-10-19,2025-10-19 19:00:00+00:00,94.5,,11.4833333333333,0.0
2341,19,2025-10-20,2025-10-20 19:00:00+00:00,99.0,,13.4,0.0
2341,19,2025-10-21,2025-10-21 19:00:00+00:00,99.0,,14.2666666666666,0.0
2341,19,2025-10-22,2025-10-22 19:00:00+00:00,99.0,,15.0,0.0
2341,20,2025-10-10,2025-10-10 20:00:00+00:00,99.0,,12.7833333333333,0.0
2341,20,2025-10-11,2025-10-11 20:00:00+00:00,99.0,,14.0,0.0
2341,20,2025-10-12,2025-10-12 20:00:00+00:00,99.0,,13.4166666666666,0.0
2341,20,2025-10-13,2025-10-13 20:00:00+00:00,96.1666666666666,,12.0166666666666,0.0
2341,20,2025-10-14,2025-10-14 20:00:00+00:00,94.8333333333333,,11.6833333333333,0.0
2341,20,2025-10-15,2025-10-15 20:00:00+00:00,95.0,,10.4833333333333,0.0
2341,20,2025-10-16,2025-10-16 20:00:00+00:00,89.8333333333333,,10.3833333333333,0.0
2341,20,2025-10-17,2025-10-17 20:00:00+00:00,81.6666666666666,,11.2333333333333,0.0
2341,20,2025-10-18,2025-10-18 20:00:00+00:00,90.8333333333333,,9.11666666666669,0.0
2341,20,2025-10-19,2025-10-19 20:00:00+00:00,92.6666666666666,,11.9666666666666,0.0
2341,20,2025-10-20,2025-10-20 20:00:00+00:00,99.0,,13.2333333333333,0.0
2341,20,2025-10-21,2025-10-21 20:00:00+00:00,99.0,,13.65,0.0
2341,20,2025-10-22,2025-10-22 20:00:00+00:00,99.0,,14.9666666666666,0.0
2341,21,2025-10-10,2025-10-10 21:00:00+00:00,99.0,,12.3833333333333,0.0
2341,21,2025-10-11,2025-10-11 21:00:00+00:00,99.0,,13.5333333333333,0.0
2341,21,2025-10-12,2025-10-12 21:00:00+00:00,99.0,,12.8333333333333,0.0
2341,21,2025-10-13,2025-10-13 21:00:00+00:00,97.8333333333333,,11.2333333333333,0.0
2341,21,2025-10-14,2025-10-14 21:00:00+00:00,97.8333333333333,,11.3666666666666,0.0
2341,21,2025-10-15,2025-10-15 21:00:00+00:00,91.3333333333333,,10.7,0.0
2341,21,2025-10-16,2025-10-16 21:00:00+00:00,87.0,,11.2833333333333,0.0
2341,21,2025-10-17,2025-10-17 21:00:00+00:00,84.6666666666666,,10.6,0.0
2341,21,2025-10-18,2025-10-18 21:00:00+00:00,91.0,,8.48333333333335,0.0
2341,21,2025-10-19,2025-10-19 21:00:00+00:00,93.6666666666666,,11.4666666666666,0.0
2341,21,2025-10-20,2025-10-20 21:00:00+00:00,99.0,,13.0,0.0
2341,21,2025-10-21,2025-10-21 21:00:00+00:00,99.0,,13.2166666666666,0.0
2341,21,2025-10-22,2025-10-22 21:00:00+00:00,99.0,,14.9666666666666,0.0
2341,22,2025-10-10,2025-10-10 22:00:00+00:00,99.0,,12.2,0.0
2341,22,2025-10-11,2025-10-11 22:00:00+00:00,99.0,,13.1666666666666,0.0
2341,22,2025-10-12,2025-10-12 22:00:00+00:00,99.0,,12.4333333333333,0.0
2341,22,2025-10-13,2025-10-13 22:00:00+00:00,88.6666666666666,,12.3,0.0
2341,22,2025-10-14,2025-10-14 22:00:00+00:00,99.0,,10.75,0.0
2341,22,2025-10-15,2025-10-15 22:00:00+00:00,91.3333333333333,,10.6,0.0
2341,22,2025-10-16,2025-10-16 22:00:00+00:00,82.0,,12.0166666666666,0.0
2341,22,2025-10-17,2025-10-17 22:00:00+00:00,82.0,,10.8,0.0
2341,22,2025-10-18,2025-10-18 22:00:00+00:00,85.8333333333333,,9.33333333333336,0.0
2341,22,2025-10-19,2025-10-19 22:00:00+00:00,95.8333333333333,,10.9666666666666,0.0
2341,22,2025-10-20,2025-10-20 22:00:00+00:00,99.0,,12.8,0.0
2341,22,2025-10-21,2025-10-21 22:00:00+00:00,99.0,,12.5166666666666,0.0
2341,22,2025-10-22,2025-10-22 22:00:00+00:00,99.0,,14.8833333333333,0.0
2341,23,2025-10-10,2025-10-10 23:00:00+00:00,99.0,,11.7833333333333,0.0
2341,23,2025-10-11,2025-10-11 23:00:00+00:00,99.0,,12.8833333333333,0.0
2341,23,2025-10-12,2025-10-12 23:00:00+00:00,99.0,,12.2166666666666,0.0
2341,23,2025-10-13,2025-10-13 23:00:00+00:00,92.0,,11.1,0.0
2341,23,2025-10-14,2025-10-14 23:00:00+00:00,99.0,,10.9833333333333,0.0
2341,23,2025-10-15,2025-10-15 23:00:00+00:00,87.1666666666666,,11.5,0.0
